MON timestamp weightedPrice RollingMin RollingMax averPrice stdevPrice coin cash curBalanceCoin curBalanceDollar trades decision
MON 30 14156.4 14156.4 14156.4 14156.4 0 0.0 1000.0 0.07063942810319007 1000.0 0 0
MON 31 13657.2 11833.0 20089.0 13657.2 0 0.0 1000.0 0.07322145095627215 1000.0 0 0
MON 32 14982.1 11833.0 20089.0 14982.1 0 0.0 1000.0 0.06674631727194452 1000.0 0 0
MON 33 15201.0 11833.0 20089.0 15201.0 0 0.0 1000.0 0.06578514571409776 1000.0 0 0
MON 34 15599.2 11833.0 20089.0 15599.2 0 0.0 1000.0 0.06410585158213242 1000.0 0 0
MON 35 17429.5 11833.0 20089.0 17429.5 0 0.0 1000.0 0.05737399236925902 1000.0 0 0
MON 36 17527.0 11833.0 20089.0 17527.0 0 0.0 1000.0 0.057054829691333374 1000.0 0 0
MON 37 16477.6 11833.0 20089.0 16477.6 0 0.0 1000.0 0.06068844977423897 1000.0 0 0
MON 38 15170.1 11833.0 20089.0 15170.1 0 0.0 1000.0 0.06591914357848663 1000.0 0 0
MON 39 14595.4 11833.0 20089.0 14595.4 0 0.0 1000.0 0.06851473752004056 1000.0 0 0
MON 40 14973.3 11833.0 20089.0 14973.3 0 0.0 1000.0 0.06678554493665391 1000.0 0 0
MON 41 13405.8 11833.0 20089.0 13405.8 0 0.0 1000.0 0.07459457846603709 1000.0 0 0
MON 42 13980.6 12350.1 20089.0 13980.6 0 0.0 1000.0 0.07152768836816732 1000.0 0 0
MON 43 14360.2 12350.1 20089.0 14360.2 0 0.0 1000.0 0.06963691313491455 1000.0 0 0
MON 44 13772.0 12350.1 20089.0 13772.0 0 0.0 1000.0 0.07261109497531222 1000.0 0 0
MON 45 13819.8 12350.1 20089.0 13819.8 0 0.0 1000.0 0.07235994732195836 1000.0 0 0
MON 46 11490.5 12350.1 20089.0 11490.5 0 0.0 1000.0 0.08702841477742483 1000.0 0 0
MON 47 11188.6 10194.9 19371.0 11188.6 0 0.0 1000.0 0.08937668698496684 1000.0 0 0
MON 48 11474.9 9402.29 19177.8 11474.9 0 0.0 1000.0 0.08714672894752895 1000.0 0 0
